Row,ClientId,Surname,ClientSatisfactionScore,ClientCountry,ClientGender,ClientAge,Years,Balance,AveragePurchases,PaymentMethods,IsActiveMember,AverageMonthlyExpense,Exited
2667,9DFCE37C1361215D,Eidson,0.723,Germany,Female,47,10,90.45,2,0,0,1033.7931,1
2668,EE997F7FB13FB517,Kennedy,0.581,France,Male,38,1,0,2,1,0,461.7622,0
2669,1F464D080A52329D,Innes,0.509,France,Male,31,3,0,2,1,0,153.6091,0
2670,DE3F11CC85201C87,Campbell,0.459,Germany,Male,48,4,133.99452,1,1,1,192.8706,1
2671,6C8A435163D8B5A7,Clamp,0.611,Spain,Male,51,1,122.87474,1,1,1,1496.4845,0
2672,42EEFE9F12B2913E,Chao,0.659,Spain,Female,38,9,0,2,1,1,357.0106,0
2673,D3B8EE31A636C52E,Mullen,0.685,France,Male,33,6,0,1,1,0,584.5826,0
2674,461300562915EB43,Cremin,0.632,Spain,Female,32,1,0,2,1,0,195.2565,0
2675,5726790520EAB395,Butusov,0.797,France,Female,46,8,0,1,0,0,1626.6833,0
2676,67F6F6796D18D5AF,Stobie,0.662,Spain,Male,37,5,94.90109,1,1,1,482.3375,0
2677,FF5E4693A830A3F8,Humphries,0.668,Germany,Male,39,4,79.896,1,1,0,384.6639,0
2678,F6B2ED5250637EDE,Miller,0.539,Germany,Female,38,8,105.43574,1,0,0,805.7544,1
2679,9E6CAA18E5815F03,Slate,0.85,France,Female,32,5,106.29064,1,1,0,1219.8273,0
2680,8F3A9D795945A2D5,Sazonova,0.597,Germany,Female,39,8,162.53214,3,1,0,360.5146,1
2681,EFEE6738C926A902,Boag,0.575,Spain,Female,30,8,0,2,1,0,1853.4163,0
2682,F464892C8CBDC7ED,Cody,0.751,France,Female,39,3,0,2,1,1,841.7534,0
2683,AD0E21E91303D417,Wilson,0.622,France,Female,38,4,98.64074,1,1,1,1104.5799,0
2684,E33968AD55309F51,Wu,0.492,France,Male,29,1,144.59196,1,1,1,1962.9376,0
2685,580D3FE61B07D624,Hannaford,0.666,France,Male,47,2,0,1,1,0,350.4697,1
2686,5876E25FBCF195B2,H?,0.554,France,Male,24,10,0,1,0,0,921.8062,0
2687,5D33B03AC5657227,Lei,0.785,Spain,Female,54,1,0,2,1,0,451.1392,1
2688,146A07F167E0B9E6,Long,0.798,France,Male,32,7,0,2,0,1,377.3195,0
2689,11E31D6D766DB5A7,Onuora,0.683,France,Female,40,1,0,2,0,0,757.62,0
2690,EF049AF8482B5D6A,Norton,0.85,Spain,Male,39,8,0,2,1,1,370.9044,0
2691,059D29A24089F895,Azikiwe,0.697,France,Female,76,7,0,2,0,1,1887.7245,0
2692,2C0B541FE720801E,Anenechi,0.708,Spain,Female,32,8,187.48763,1,1,1,1201.155,0
2693,B16309D8BC893B2F,Little,0.769,France,Female,38,2,0,2,0,0,755.7867,0
2694,C8ED84BF50BC4DF0,Obiajulu,0.619,Germany,Male,38,10,84.65179,1,1,1,1847.5426,0
2695,158B6E7BB210C134,Dunn,0.752,Germany,Female,45,3,105.4265,2,0,1,897.7345,0
2696,7A24C225AACEEEB9,K'ung,0.724,Spain,Male,45,5,83.88854,1,0,1,341.2181,0
2697,04D17101E0A7BB8E,Morrison,0.598,Spain,Female,56,4,98.36533,1,1,1,442.5133,0
2698,36832187E7E71435,Birdsall,0.684,France,Female,26,5,87.09891,1,0,0,1060.9582,0
2699,9D67764BFC476143,Y?an,0.713,France,Male,46,5,0,1,1,1,557.0162,0
2700,6E8E76C8E47EBAD3,Padovano,0.683,Germany,Female,39,2,47.68547,2,1,1,860.1948,0
2701,22C8553A1C01450B,Brownless,0.711,France,Male,38,10,0,2,0,0,533.1178,0
2702,9655F23FBAC1005D,Finch,0.695,France,Male,36,4,161.533,1,1,0,1009.4091,0
2703,B3D9EC7863DDCEE6,Sabbatini,0.717,Germany,Female,64,10,98.36235,2,1,1,216.3021,0
2704,293EEF1559EF61B4,Ts'ao,0.601,France,Male,44,1,100.48618,2,1,1,626.7853,0
2705,B7A9DB72F8836531,Sutherland,0.682,France,Male,61,10,73.6882,1,1,1,1721.4133,0
2706,18904E0B9F9A9E2E,Stewart,0.756,France,Male,37,3,132.6236,1,1,1,589.74,0
2707,0E70B29E8C50751A,Amies,0.64,Spain,Male,39,3,0,1,1,1,1059.9725,0
2708,A7CE5F553F20215C,Thompson,0.563,Germany,Male,44,7,105.00731,2,1,1,1978.1216,0
2709,C2BB6629810727C7,Tu,0.516,Spain,Female,65,9,102.5411,1,1,0,1814.9042,0
2710,DFF303374E144261,Mai,0.605,France,Female,34,2,0,1,0,0,359.8242,0
2711,B754EA7949158045,Lucchesi,0.537,France,Male,38,3,0,2,0,0,1410.2301,0
2712,E818D9C7170F410B,Paterson,0.57,France,Male,32,9,117.33754,2,0,1,628.1091,0
2713,416372024BF973CC,Onio,0.743,France,Female,39,8,0,1,1,0,942.6344,0
2714,4D80095D2CA3FE2D,Charlton,0.776,Germany,Male,33,8,115.13034,1,0,0,1295.255,1
2715,00F70C5F4B86A21B,Su,0.812,Germany,Male,25,5,54.81755,1,1,0,1316.6031,0
2716,86D29D9D66246C41,Munro,0.531,Spain,Male,37,1,143.40729,2,0,1,844.0246,0
2717,26BAF8C5011949A9,Lyons,0.658,Germany,Female,31,3,133.00303,1,0,1,1463.3927,1
2718,387BE7055891A15D,Dietz,0.567,Germany,Male,40,7,122.26524,1,1,0,1385.5274,0
2719,CF2185F5348967DB,Ibekwe,0.634,France,Male,77,5,0,2,1,1,1615.7985,0
2720,78EFF3DD786872C2,Onio,0.503,Spain,Male,32,9,100.26288,2,1,1,1579.2125,0
2721,E1DBE2A46E330527,Archer,0.658,Spain,Male,50,2,0,2,1,0,521.3773,0
2722,6526E829C546F878,Chukwuemeka,0.813,Spain,Male,27,1,137.27536,1,0,1,1157.3316,0
2723,E417F80076A4A46A,Cattaneo,0.681,Spain,Male,30,2,128.39329,1,1,1,1805.9345,0
2724,494AEFA6E4E9C7F8,Marino,0.545,France,Male,23,2,0,2,1,0,1896.1312,0
2725,4B28C1CF543EC2BB,Yu,0.741,France,Female,60,5,0,1,1,1,389.1451,0
2726,EC8A3A3D644811EF,Lombardo,0.594,France,Male,50,7,81.31034,1,1,1,1838.6801,0
2727,3961838B5D741431,Nelson,0.558,Spain,Male,45,4,0,1,1,0,1318.0714,0
2728,1A8AD62AA8915131,Chong,0.719,Spain,Female,40,9,0,2,1,0,1822.2414,0
2729,604D915ED3B9BAD4,Bell,0.71,Germany,Female,46,10,120.53034,1,1,0,1665.8699,1
2730,EA719852BE9BDABE,Konovalova,0.684,Germany,Male,37,1,126.81713,2,1,1,299.9583,1
2731,3D1DA1FE690B6067,Norman,0.625,France,Male,52,5,164.97801,1,1,1,677.8849,0
2732,F7D91CF3A2F867E6,Chu,0.594,Germany,Female,21,2,87.09682,2,1,0,1681.8611,0
2733,90A7FF2F502D5109,Sandover,0.571,Germany,Male,33,3,71.84315,1,1,0,267.7204,0
2734,A99CD835E05288CE,Brown,0.624,France,Female,45,3,68.63957,1,1,0,1680.0231,1
2735,0569A0ACB98AE315,Beneventi,0.773,Spain,Male,52,2,0,2,1,0,573.3779,0
2736,C91323E3BB970853,Ifeajuna,0.732,Germany,Male,42,9,108.74808,2,1,1,653.2311,0
2737,9A489D92039A5807,Smith,0.65,France,Male,34,4,106.00554,1,0,1,1429.9532,0
2738,41D49326B52AE07A,Grant,0.67,France,Female,35,3,103.46502,2,1,1,1746.2706,0
2739,AB6702F2F13BC02F,Simpson,0.775,Germany,Female,38,4,125.21265,2,1,1,157.9588,1
2740,6BF40D930B7A6C36,Aliyev,0.684,Spain,Female,24,9,79.2639,1,0,1,1965.7448,0
2741,04B1C8EC441B4746,Li,0.524,Germany,Male,29,9,144.2876,2,1,0,320.633,0
2742,C03396DD31FD583C,Kang,0.602,Spain,Male,29,5,103.90728,1,1,0,1612.2984,0
2743,48969A9FE67A35F8,Jamieson,0.736,France,Female,63,10,0,2,0,1,5.027,0
2744,406AE2ED70303F0E,Mao,0.668,France,Male,42,3,150.46107,1,1,0,1081.3923,0
2745,660D510CFCEAE262,Chin,0.426,France,Male,34,9,0,2,1,0,1078.7691,0
2746,FE992B758378D28E,Turnbull,0.586,Spain,Male,29,2,132.45024,1,1,1,361.7663,0
2747,B60EF6294F4522EA,Piazza,0.655,Germany,Female,40,0,81.9546,1,1,1,1987.9844,1
2748,CBAF6AFCBA19BCEB,Jen,0.673,France,Female,40,5,137.49428,1,1,0,817.5392,0
2749,177F6FFDC804B7D5,Shih,0.679,Spain,Female,35,8,119.18273,1,0,0,1212.1009,0
2750,3E8286F02FA71707,Onio,0.633,Germany,Female,29,0,138.57734,1,1,0,1933.6299,0
2751,87801D504E2C8AE8,Piazza,0.762,France,Male,29,6,141.38906,1,1,0,541.2289,0
2752,77507B3A61B85CE6,Wan,0.709,Germany,Female,39,9,124.72392,1,1,0,736.4186,0
2753,758DACA7A39BDB68,Anderson,0.602,France,Female,35,8,0,2,1,1,1528.4353,0
2754,92C8EE4A234F509B,Webb,0.6,France,Male,34,0,0,2,0,1,37.5623,0
2755,483D5997A8CEFC59,Cameron,0.732,Germany,Female,29,1,154.33382,1,1,1,1385.2756,0
2756,C31A1C4BBA896F98,Paten,0.72,Germany,Female,29,7,106.23092,1,1,1,699.0393,1
2757,0CE826AC8B542825,Robertson,0.523,Spain,Female,36,8,113.68054,1,0,0,131.9744,0
2758,FF3FED7C58C026F4,North,0.635,France,Female,27,8,127.47156,1,1,1,1529.1605,1
2759,6A4383F79D438C79,H?,0.776,Spain,Male,30,6,0,2,0,1,639.0886,0
2760,6F10740B6A3E4464,Tung,0.85,Spain,Female,29,7,0,2,1,0,232.3725,0
2761,9C2F080128FC2A10,Cocci,0.644,Spain,Male,49,10,0,2,1,1,1450.8964,0
2762,6CE27DE8B073E9FB,Sabbatini,0.614,France,Male,49,1,0,2,1,0,1924.4054,0
2763,B21279004B604AFF,Combes,0.64,France,Female,67,3,0,1,0,1,429.6463,0
2764,B5BA725415F5A750,Bednall,0.535,France,Female,27,6,0,2,0,1,497.7558,0
2765,E63DAD97E8030106,Collins,0.729,Germany,Male,30,6,63.66942,1,1,0,1451.1137,0
2766,763DCA7A31B90B7D,Rizzo,0.712,France,Female,32,1,0,2,1,0,17.0358,0
2767,4AAAB2F0418ADE44,Estrada,0.754,Spain,Female,19,9,0,1,1,0,1896.4111,0
2768,378CC9CC2A590254,Neumann,0.53,France,Female,48,0,0,1,1,0,850.8109,0
2769,90B21B1C62D8095A,Davis,0.635,Germany,Male,53,8,117.00555,1,0,1,1236.4657,1
2770,08BDA15942862045,Yeh,0.792,Spain,Male,47,0,0,1,1,1,55.5788,1
2771,9E78C80D41F3E99D,Owen,0.591,France,Male,28,5,0,2,1,1,486.0692,0
2772,709F6F9574F8ABC3,Marino,0.515,France,Female,58,2,131.85281,1,1,0,814.3668,1
2773,CD78AC90AE46C7AB,Andrews,0.722,France,Female,35,2,163.94389,2,1,1,150.6818,0
2774,1D3CB3585B7DDFAF,Brookes,0.816,Germany,Female,38,5,130.87875,3,1,0,719.0577,1
2775,08C2882ABCBB153E,Chinwendu,0.661,Germany,Male,35,8,124.09854,1,1,0,866.7848,0
2776,0BCBB8AFEE30A92C,Chinweuba,0.543,France,Female,42,5,0,2,0,0,1019.0534,0
2777,15A83A94F9A957CF,Chinedum,0.66,France,Male,40,5,131.75411,2,1,1,387.6161,0
2778,B3152935BD86D44B,Beck,0.699,France,Male,39,2,109.72438,1,1,1,1800.2239,0
2779,0483A2EE8069C248,Poole,0.717,Spain,Female,39,6,0,2,1,0,932.7561,0
2780,5902CBB22C4683DC,Mao,0.546,Spain,Female,45,2,0,1,0,0,1977.8983,1
2781,0F01B24022E8F31E,Pai,0.593,Germany,Female,38,4,129.49942,1,1,1,1540.7127,0
2782,FB52C5A32F34E4A2,Akhtar,0.534,France,Male,36,4,120.03796,1,1,0,362.7594,0
2783,ED33378F1F5048C5,Chu,0.676,France,Male,40,8,114.00578,1,1,1,679.9845,0
2784,91E12ECF1476F476,Maslow,0.704,France,Male,47,5,0,2,1,1,1453.3861,0
2785,C05265C3CBC6843A,Sanders,0.65,Spain,Male,71,0,0,1,1,1,1753.8077,0
2786,A8AD9ECC3302170D,McKenzie,0.631,Germany,Male,40,3,107.94945,1,1,0,524.4962,1
2787,646663B66A69AAA7,Simmons,0.735,Spain,Male,39,1,60.37498,1,1,0,402.2374,0
2788,BC06A0FE856DC2F6,K'ung,0.752,Spain,Male,48,5,116.06008,1,1,0,1566.1838,1
2789,3B50FF450BE49A11,Uvarov,0.584,France,Female,40,4,82.44175,1,0,0,808.5211,0
2790,B0C32F39BE3197FF,Pirogova,0.739,France,Female,27,6,0,1,1,1,575.7238,0
2791,4473450CC5B2C9E9,Panina,0.794,France,Male,24,10,146.12675,1,1,1,889.9205,0
2792,0FBCBA923F7A3B80,Pugliesi,0.623,France,Male,48,5,118.46938,1,1,1,1585.9025,0
2793,C2436BB865F66BB7,Manna,0.625,Germany,Female,49,4,128.50476,1,1,0,1268.1263,1
2794,1F49C1CAE2BE8264,Li,0.758,France,Female,33,7,0,2,0,0,829.9647,0
2795,90D56282C9FA6E97,Charlton,0.499,Spain,Female,53,1,75.22553,2,0,0,1448.491,1
2796,6257ADB6CABE9C50,Munro,0.619,France,Female,30,7,70.72917,1,1,1,1609.4887,0
2797,56DBC72FD0B84918,Grieve,0.651,Germany,Male,34,2,90.35512,2,0,0,1935.9794,0
2798,54FBE364CC1C2D42,Nkemakonam,0.437,France,Female,39,0,102.72149,1,0,0,221.9182,0
2799,AA7A4C9FAE581A00,Gardner,0.693,France,Male,36,8,178.11182,1,0,0,587.1963,1
2800,33A7E37759A5BB9B,Gibbons,0.554,Germany,Male,43,5,99.90689,1,0,0,249.8339,0
2801,0165FEA78B32A26D,Siciliani,0.645,France,Female,55,7,0,2,1,1,183.6933,0
2802,D14D9BD6C85737DD,Stanley,0.721,France,Male,41,2,0,2,1,0,1682.1975,0
2803,0AC2DC90E3349386,Patterson,0.596,France,Male,42,7,0,2,1,1,1215.6837,0
2804,4229470A76551FD2,Chiemezie,0.85,Spain,Male,30,2,141.04001,1,1,1,59.782,0
2805,33077FF040BD21FD,Hou,0.671,France,Female,31,6,0,2,1,1,158.4642,0
2806,F227B06FDB4122A2,Hill,0.685,Spain,Female,43,6,117.30262,1,0,0,687.0173,0
2807,56DE71502768C3C1,Fries,0.625,Spain,Female,31,8,0,2,1,0,1518.4354,0
2808,EEA40E214C026A1D,Wallace,0.72,Spain,Male,33,6,97.18862,1,0,0,918.8129,0
2809,B875492413E1A1C6,Chang,0.7,France,Male,37,3,77.60846,2,1,1,1753.7346,0
2810,20D0780136F627E0,Scott,0.613,Germany,Male,33,3,155.73642,2,1,1,577.5121,0
2811,3963B5ACDD6177EC,Ferguson,0.537,France,Male,47,10,0,2,0,1,254.8262,0
2812,C4D99A9D7357C6C5,Barnes,0.469,Spain,Male,35,5,0,2,1,0,1864.9037,0
2813,49E36DAFADD46254,Yeh,0.579,France,Male,31,9,0,1,0,1,1390.48,0
2814,89F94B366AFEE109,Fowler,0.74,France,Male,33,1,129.57498,1,1,1,1233.0038,0
2815,A000D06E9BD1AB64,Bianchi,0.717,Germany,Male,35,7,58.46937,2,1,1,1724.5939,0
2816,2BE65125BDE990BC,Cohn,0.702,Germany,Male,28,1,103.03383,1,1,1,403.2187,0
2817,EAA00647E385DDFB,Atkinson,0.695,France,Female,36,2,0,2,0,1,1677.4954,0
2818,FD10DC0F43E84A33,Atkins,0.656,France,Male,44,10,143.57152,1,0,0,1274.4414,0
2819,A74901ABA77531A4,Bevan,0.446,France,Female,39,1,90.21707,1,1,0,1913.5048,0
2820,5814134F2B3F69AA,Padovesi,0.55,France,Female,46,7,0,2,1,0,1305.9035,0
2821,597ADCA986FD2A86,Komarova,0.68,Germany,Male,44,0,129.97479,2,1,1,333.9138,0
2822,82769404D4103FE4,Glover,0.85,France,Female,28,9,0,2,1,1,1648.6467,0
2823,A5681FDE75B6ED68,Loton,0.602,Spain,Male,37,3,107.59289,2,0,1,1531.2273,0
2824,968C0B91936E5C5D,Kelly,0.512,France,Female,75,2,0,1,1,0,1233.0462,0
2825,46469B07EB496E24,Vida,0.651,Germany,Male,26,5,147.03732,1,0,0,1417.6326,0
2826,071D18CDA9BEE7FC,Toscano,0.604,France,Female,53,2,121.38978,1,1,1,482.0164,1
2827,C5436FC70DFC4EFD,Holbrook,0.667,Germany,Male,32,0,103.84665,1,1,0,205.6069,0
2828,F76CB4E1FE0B0B38,Fiorentino,0.583,Germany,Female,32,7,94.75355,2,1,1,181.4903,0
2829,6A07FB0C31130218,Howell-Price,0.817,Germany,Female,27,7,129.8106,1,1,1,592.5944,0
2830,1F54A95EACE82B1D,He,0.567,France,Male,36,1,0,2,0,0,85.5573,0
2831,C5502008D743B1A3,Nicholls,0.501,France,Female,41,3,144.2605,1,1,0,1721.1467,0
2832,8C4E105C6BCB9EE8,Davide,0.777,France,Male,43,1,0,2,1,0,217.8591,0
2833,115B23F9BEC96B10,Trentini,0.708,Spain,Female,41,5,0,1,0,1,1570.0399,0
2834,56153696E64CC8B8,Landor,0.588,Germany,Male,49,6,132.62376,3,1,0,362.9294,1
2835,27582A374C0B0291,Simpson,0.735,Spain,Male,55,2,103.17662,1,0,1,1635.1616,0
2836,C1B5C1134DBACC62,Charlton,0.608,Germany,Female,40,7,96.20232,1,0,0,1611.5485,0
2837,A5ACA59ABEC3E3A9,He,0.438,France,Male,38,2,0,2,1,0,1368.5955,0
2838,FB02BCB7D83CD5FA,Kent,0.422,France,Female,33,2,0,2,1,0,1026.5531,0
2839,B3F519117A6558C7,Mann,0.802,Spain,Male,51,7,0,1,0,1,408.5579,0
2840,DF5549E974A8F369,Gilleland,0.443,France,Female,54,3,138.54797,1,1,1,701.9623,1
2841,A9B0AE54BD09ADDA,Trevisani,0.612,France,Female,38,7,110.61547,1,1,1,1935.0293,0
2842,4F2B1119373CE715,Nnonso,0.599,Germany,Male,40,10,137.45628,2,1,1,141.1311,0
2843,95370B15E867D209,Shih,0.475,France,Female,46,10,0,2,0,0,1229.53,1
2844,5ABDFDB883EEB79B,Blackall,0.698,France,Female,27,1,94.92071,1,1,1,403.399,0
2845,37A5BF9700AFFCCE,Sung,0.723,Germany,Female,28,5,91.93831,1,1,0,1434.8185,0
2846,0AD48F83961A7DEA,Piazza,0.625,Germany,Male,42,6,100.04733,1,1,0,934.2995,0
2847,98C6CF258663D09B,Chiemenam,0.681,France,Male,34,7,0,2,0,0,1306.8659,0
2848,1AE9720ECE467CFF,Wilson,0.627,France,Male,31,8,128.13173,1,1,0,961.3147,0
2849,D2473201A6809154,Archer,0.692,Spain,Male,28,9,118.94509,1,0,0,160.6425,1
2850,CEB11B57EE49EA1C,Burton,0.665,France,Female,37,5,160.38982,1,0,1,1835.4208,0
2851,B83F02472A3358BA,Leach,0.622,Spain,Female,41,9,0,2,1,1,1557.8639,0
2852,8522E314C199B416,Kung,0.739,Spain,Male,19,5,89.75021,1,1,0,1930.0852,0
2853,DA01FA774AB47967,McDonald,0.593,Germany,Female,38,5,85.6266,1,1,1,1250.7965,0
2854,34B130C3F1EFBA73,Little,0.504,France,Female,49,7,0,3,0,1,878.2214,1
2855,14F2BBE24AD4DE8C,Padovesi,0.628,Germany,Male,38,10,113.52584,1,1,0,460.4448,1
2856,4B14069F9EED4FA6,Tucker,0.644,Germany,Female,44,8,106.02273,2,0,0,1487.2742,0
2857,51E280D388B1A4EB,Myers,0.663,Spain,Female,22,9,0,1,1,0,291.3589,1
2858,C95CC56774DC6A88,Wright,0.582,France,Female,32,1,116.40955,1,0,1,1527.9092,0
2859,CD9DADA4F2FB3971,Mao,0.597,France,Male,61,5,0,2,1,1,812.9917,0
2860,FC5248ED7CF8C211,Hill,0.672,France,Male,34,9,0,2,1,0,1618.0077,0
2861,E1AC3905BD0F4383,Young,0.573,Spain,Male,38,4,0,2,1,1,1965.1743,0
2862,0EAE05AA5D939384,Uchechukwu,0.636,France,Female,20,10,124.26686,1,0,0,1005.6681,0
2863,9EF790ECD9EB4CE9,Young,0.756,Germany,Male,36,2,136.81564,1,1,1,1700.4195,0
2864,2CB08D95B2E71A0D,Scott,0.6,France,Female,26,6,108.90912,1,1,0,825.4701,0
2865,E37A6156F7E3534C,Capon,0.812,France,Male,34,5,103.81843,1,1,1,1660.3827,0
2866,57613AE8ACB177FF,Hodgson,0.669,France,Female,38,9,121.85898,1,1,0,1307.5534,0
2867,9DC60BFB48BE7BD5,Blackburn,0.604,Spain,Male,41,3,0,1,0,0,118.1984,0
2868,03D9D6F18BA9E6B2,Hu,0.675,Germany,Male,36,7,89.40995,1,1,1,1493.997,0
2869,03B5BFE7A564E4C6,Chou,0.849,Germany,Male,37,7,143.45274,2,1,1,172.9412,0
2870,5358D46E03832F4D,Hs?,0.516,France,Male,46,2,0,2,1,1,1691.2254,0
2871,674ABEEA84F29375,Watts,0.382,Spain,Male,36,0,0,1,1,1,1795.4073,1
2872,5C08DDE3A200E7AE,Holmes,0.684,Germany,Female,44,2,133.77686,2,0,1,498.6504,0
2873,48D9B9130A4C3CB9,Ts'ui,0.537,France,Male,37,6,0,1,1,1,178.0242,0
2874,32A4775862DC4BB3,Ritchie,0.716,France,Female,29,6,0,2,1,1,989.9861,0
2875,EE6145B38052A352,Patel,0.777,Germany,Female,34,5,96.69366,1,1,1,1726.1852,0
2876,1BD258721CDEF5F6,Manna,0.687,France,Male,28,7,108.11666,1,1,1,274.1119,0
2877,5BDD7F65BFCA63C5,Pai,0.633,Germany,Male,50,7,88.30265,1,1,1,1959.3716,0
2878,6E3774686944D7C6,Hsiung,0.639,France,Female,38,5,0,2,0,0,937.1638,0
2879,18D638507B81D1A7,Piccio,0.608,Spain,Male,48,7,75.80174,1,1,0,1257.6295,0
2880,A3066033555F0B07,Okorie,0.595,Germany,Male,32,8,131.08166,2,1,1,694.2879,0
2881,A5E9B8082EAFD967,Ejimofor,0.637,France,Male,32,5,0,1,0,0,1487.6908,0
2882,DC7C49B694AA57EF,Liu,0.849,Germany,Male,41,10,84.62213,1,1,1,1980.7216,0
2883,49455166A8985286,Castles,0.526,Germany,Male,50,5,124.23324,1,0,1,1594.5687,1
2884,8C42F64793B824D0,Vigano,0.558,Germany,Female,32,1,108.26287,1,1,1,69.3531,0
2885,426761F7D033421A,Bochsa,0.776,France,Female,29,5,0,2,1,1,1433.0149,0
2886,67526A098BB952E2,Chia,0.584,Spain,Female,48,2,213.1462,1,1,0,751.6125,1
2887,62B29C04B2BFA553,Iloerika,0.543,France,Male,42,7,0,1,1,1,566.5047,0
2888,8486B32EDEC8C9BB,Alexeeva,0.575,Spain,Male,30,2,0,2,1,1,822.2286,0
2889,BF5CBEA1909A6732,Nnanna,0.674,France,Female,32,7,85.75793,1,1,1,954.81,0
2890,5424B68CCA93CC77,Allan,0.542,Spain,Male,37,8,0,1,1,1,8.0706,0
2891,55CD4E53BD4FCC19,Greece,0.743,Spain,Female,36,8,92.71696,1,1,1,336.9378,0
2892,36F8A9A0CC9ACBA2,More,0.602,Spain,Female,42,1,138.91217,1,1,1,1394.9475,0
2893,75041FB73B359FF3,Caldwell,0.729,France,Female,62,4,140.5494,1,1,0,309.9016,1
2894,0248F7A96A1E9B0F,Ferri,0.583,Germany,Male,35,8,149.99572,2,1,0,421.4355,0
2895,BC0DDA31B71E479F,Ch'in,0.654,Spain,Female,36,2,0,2,1,1,1466.5211,0
2896,149A1D1F64C1B4B7,Brothers,0.742,France,Female,29,4,0,2,1,1,1800.6659,0
2897,746929E676D4E7F6,Ricci,0.606,France,Male,35,2,132.16426,1,0,1,1648.1559,0
2898,D653502864BA4F5B,Jenkins,0.55,France,Female,40,8,150.49032,1,0,0,1664.6821,1
2899,D6B81CC997763205,McCulloch,0.578,France,Female,40,7,0,2,0,0,1022.3373,0
2900,B8E62ED1D3350EB6,Valentin,0.692,France,Male,66,4,159.73202,1,1,1,1181.8815,0
2901,3129A2D10F879BF8,Wilder,0.629,France,Female,37,6,129.1013,1,1,1,239.7133,0
2902,D43E17EED696B0CE,Pisano,0.605,France,Female,51,3,136.18878,1,1,1,671.1059,1
2903,7336A67EF8D26A61,Komarova,0.559,France,Male,33,9,111.06005,2,1,0,1103.7184,0
2904,253547C65958AB39,King,0.53,France,Male,39,2,0,2,1,0,1979.2305,0
2905,6B67D6F2B2FF26B9,Liao,0.695,Spain,Male,63,1,146.20293,1,1,1,1266.8883,1
2906,11677FB1E3AD1F36,Pai,0.639,Germany,Male,38,5,130.17082,1,1,1,1495.9962,0
2907,EC2726B7EBD2A489,Nkemdirim,0.467,Germany,Male,51,10,114.51471,2,1,0,1777.8468,1
2908,5DBC25269D699576,Fu,0.661,Spain,Male,38,7,143.0067,1,1,1,156.5089,0
2909,B8F9AEF17045F3C4,Ulyanova,0.666,Germany,Female,37,2,158.46876,1,0,1,932.6601,0
2910,C1CB83C07FBB71F7,Okeke,0.599,Germany,Male,39,2,188.97689,2,0,1,1761.4209,0
2911,6045EBEA0059FA21,Pugliesi,0.665,Spain,Male,41,8,0,2,1,0,1321.5232,0
2912,0CAF33177A32CB93,Thomson,0.576,France,Male,40,9,0,2,1,0,1124.6519,1
2913,FBE8F53EB705EBFA,Nebeolisa,0.699,Germany,Male,32,1,123.90622,3,1,1,1274.4382,1
2914,CDF724AFF4E00265,Cameron,0.605,France,Male,35,6,0,2,1,1,452.0657,0
2915,30CB76204C74E408,T'ien,0.657,Spain,Male,36,8,0,2,0,1,1238.6643,0
2916,B72CC016A234ED40,Pisano,0.666,Germany,Female,44,2,122.3145,1,0,0,685.7488,1
2917,1F698888F36B264F,Rowe,0.704,France,Female,33,0,130.49909,2,1,1,748.0436,0
2918,893BC510E4367D1B,Fallaci,0.761,France,Male,36,9,127.63792,1,1,1,810.6293,0
2919,6AD024234F2BFC82,Hughes,0.577,Spain,Female,33,6,0,2,1,0,579.758,0
2920,16CC0B19581DB592,Greece,0.701,Spain,Male,35,10,159.6939,2,1,1,711.7364,0
2921,55C9AD80B0B7DFB0,Hill,0.633,France,Male,35,3,0,2,1,1,362.4976,0
2922,5AAB3EB3B9AB5A41,Erskine,0.697,Spain,Male,62,7,0,1,1,0,1291.8818,1
2923,3E1C20021AE47CB7,Bevan,0.641,Spain,Male,31,3,153.31614,1,1,0,599.2799,0
2924,04DC0E6CA6C7CEDF,McChesney,0.665,France,Female,55,8,136.35416,1,1,1,937.6989,0
2925,816EF654DEA0533A,Froggatt,0.626,Germany,Male,36,2,181.67116,2,1,1,575.3114,0
2926,AD6D59D31A4B7D2B,Thynne,0.701,France,Male,41,10,0,2,1,1,1462.5777,0
2927,176D3A87FF4BE27D,Scott,0.655,France,Male,37,4,0,2,1,1,1424.1597,0
2928,63711BBD68F9216B,Liu,0.85,France,Male,28,8,99.98698,1,1,0,1965.8255,0
2929,33A3498F5486572C,Lorenzo,0.804,Spain,Male,33,7,76.5486,1,0,1,984.5345,0
2930,DECF0AE9928DEBB7,Holloway,0.544,Spain,Male,22,3,66.48332,1,0,1,1103.1739,0
2931,7CF42A7F812A23A4,Yobanna,0.85,Germany,Male,51,4,124.42599,1,0,0,1185.4549,1
2932,84D3A5CF7B172A6A,Mao,0.608,France,Female,33,4,0,1,1,0,793.0438,1
2933,5051507C69DC6483,Seleznyov,0.654,Germany,Female,32,1,114.51085,1,1,1,1261.4323,0
2934,7CE64371C61C0901,Morris,0.709,France,Female,37,9,0,2,1,0,167.3359,0
2935,2D2C1F61D07CF278,Mironova,0.712,Spain,Female,29,7,77.91978,1,1,0,1225.4758,0
2936,DC483DC779813921,Grant,0.65,Germany,Male,23,4,93.9113,2,1,0,690.5545,0
